ID,Phylum,Class,Order,Family,Genus,Species,Similarity,Status
>OTU_669,Arthropoda,Insecta,Ephemeroptera,Baetidae,Acentrella,,97.78,Published
>OTU_670,Arthropoda,Insecta,Diptera,Drosophilidae,,,91.11,Published
>OTU_671,Arthropoda,Insecta,Diptera,Chironomidae,,,93.33,Published
>OTU_672,Arthropoda,Insecta,Diptera,Chironomidae,,,96.97,Published
>OTU_673,Arthropoda,Insecta,Diptera,Empididae,Clinocera,binotata,100,Early-Release
>OTU_674,Arthropoda,Ostracoda,Podocopida,Cyprididae,,,91.04,Published
>OTU_675,Arthropoda,Insecta,Diptera,Tachinidae,,,100,Published
>OTU_676,Arthropoda,Malacostraca,,,,,79.67,Published
>OTU_677,Arthropoda,Insecta,,,,,77.67,Published
>OTU_678,Cnidaria,Anthozoa,,,,,80,Published
>OTU_679,Arthropoda,Insecta,Coleoptera,,,,89.63,Published
>OTU_680,Arthropoda,Insecta,Coleoptera,,,,89.68,Published
>OTU_682,Arthropoda,Ostracoda,Podocopida,Ilyocyprididae,Ilyocypris,bradyi,98.52,Early-Release
>OTU_683,Arthropoda,Insecta,Lepidoptera,,,,88.64,Published
>OTU_684,Arthropoda,Insecta,Lepidoptera,Lycaenidae,,,92.05,Private
>OTU_685,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,,,94.07,Published
>OTU_688,Arthropoda,Insecta,Diptera,Stratiomyidae,,,93.94,Private
>OTU_689,Arthropoda,Insecta,Coleoptera,Dytiscidae,Laccophilus,maculosus,100,Published
>OTU_690,Heterokontophyta,Oomycota,,,,,81.82,Private
>OTU_692,Heterokontophyta,Oomycota,,,,,74.81,Published
>OTU_694,Arthropoda,Insecta,Diptera,Chironomidae,Cricotopus,,97.04,Published
>OTU_695,Arthropoda,Insecta,Diptera,Chironomidae,,,94.81,Published
>OTU_696,Arthropoda,Insecta,Diptera,Empididae,,,94.81,Early-Release
>OTU_697,Arthropoda,Insecta,Diptera,Chironomidae,Cricotopus,,97.04,Published
>OTU_698,Arthropoda,Insecta,Diptera,Chironomidae,,,90.37,Published
>OTU_701,Arthropoda,Insecta,Archaeognatha,,,,86.67,Private
>OTU_702,Arthropoda,Insecta,Lepidoptera,Erebidae,Schrankia,,100,Published
>OTU_703,Arthropoda,Insecta,Coleoptera,Psephenidae,Psephenus,,100,Published
>OTU_704,Arthropoda,Insecta,Diptera,Drosophilidae,,,91.85,Published
>OTU_706,Arthropoda,Insecta,Diptera,Dolichopodidae,Calyxochaetus,sp.,99.26,Early-Release
>OTU_707,Arthropoda,Insecta,Diptera,Stratiomyidae,,,97.04,Early-Release
>OTU_708,Arthropoda,Insecta,Hemiptera,Cicadellidae,Exitianus,exitiosus,100,Published
>OTU_710,Arthropoda,Insecta,Diptera,Ceratopogonidae,,,100,Private
>OTU_712,Arthropoda,Insecta,Diptera,Ceratopogonidae,,,100,Published
>OTU_713,Arthropoda,Insecta,Diptera,Chironomidae,,,93.33,Published
>OTU_716,Arthropoda,Insecta,Diptera,Ephydridae,,,94.81,Early-Release
>OTU_717,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match
>OTU_718,Arthropoda,Ostracoda,,,,,90.37,Published
>OTU_719,Arthropoda,Insecta,Ephemeroptera,Leptophlebiidae,Thraulodes,speciosus,100,Published
>OTU_721,Arthropoda,Insecta,Coleoptera,Staphylinidae,,,93.33,Private
>OTU_722,Arthropoda,Insecta,Diptera,Chironomidae,,,96.3,Private
>OTU_723,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,veracruzanum,100,Private
>OTU_724,Arthropoda,Collembola,,,,,79.49,Published
>OTU_726,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,,97.78,Published
>OTU_727,Arthropoda,Ostracoda,Podocopida,Podocopida_incertae_sedis,,,91.11,Published
>OTU_730,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match
>OTU_733,Arthropoda,Insecta,Diptera,Chironomidae,,,94.81,Published
>OTU_735,Arthropoda,Insecta,Diptera,Chironomidae,,,92.59,Published
>OTU_737,Arthropoda,Insecta,Ephemeroptera,Baetidae,Baetis,rhodani,99.24,Published
>OTU_738,Arthropoda,Insecta,Diptera,Chironomidae,,,100,Private
>OTU_739,Arthropoda,Insecta,Hemiptera,Belostomatidae,Belostoma,flumineum,100,Published
>OTU_740,Arthropoda,Insecta,Diptera,Chironomidae,Cricotopus,,97.78,Private
>OTU_743,Arthropoda,Insecta,Diptera,Empididae,,,92.59,Early-Release
>OTU_744,Arthropoda,Insecta,Diptera,Ceratopogonidae,,,92.59,Published
>OTU_746,Arthropoda,Insecta,Megaloptera,Corydalidae,Corydalus,,97.78,Early-Release
>OTU_747,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,,97.04,Published
>OTU_748,Arthropoda,Insecta,Neuroptera,Chrysopidae,Chrysoperla,,95.45,Published
>OTU_749,Arthropoda,Insecta,Diptera,Ephydridae,Hydrellia,,97.78,Published
>OTU_750,Arthropoda,Insecta,Diptera,Chironomidae,,,97.78,Private
>OTU_751,Arthropoda,Insecta,Coleoptera,Dytiscidae,Platambus,semivittatus,98.37,Published
>OTU_752,Arthropoda,Insecta,Diptera,Chironomidae,Eukiefferiella,,97.04,Published
>OTU_753,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladius,,97.04,Published
>OTU_754,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,,97.04,Published
>OTU_755,Arthropoda,Insecta,Diptera,Chironomidae,Cricotopus,,97.78,Private
>OTU_756,Arthropoda,Insecta,Diptera,Chironomidae,,,96.3,Published
>OTU_757,Arthropoda,Ostracoda,Podocopida,,,,89.39,Published
>OTU_758,Arthropoda,Insecta,Coleoptera,,,,86.67,Published
>OTU_759,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,sp.,98.52,Private
>OTU_760,Arthropoda,Insecta,Diptera,Chironomidae,Eukiefferiella,,95.56,Published
>OTU_761,Arthropoda,Insecta,Diptera,Chironomidae,Cricotopus,,96.3,Published
>OTU_762,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladius,,97.78,Published
>OTU_763,Arthropoda,Insecta,Diptera,Chironomidae,Cricotopus,,98.52,Published
>OTU_764,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,arcticum,98.52,Published
>OTU_765,Arthropoda,Insecta,Coleoptera,Carabidae,Bembidion,petrosum,100,Early-Release
>OTU_767,Arthropoda,Insecta,Diptera,Stratiomyidae,,,90.15,Private
>OTU_768,Arthropoda,Insecta,Coleoptera,Staphylinidae,Liogluta,,100,Published
>OTU_769,Arthropoda,Insecta,,,,,82.83,Published
>OTU_770,Arthropoda,Insecta,Diptera,Ceratopogonidae,,,94.81,Private
>OTU_771,Arthropoda,Insecta,Diptera,Bombyliidae,Mythicomyia,,97.78,Published
>OTU_772,Arthropoda,Insecta,Coleoptera,Tenebrionidae,,,91.11,Published
>OTU_774,Arthropoda,Insecta,Diptera,Chironomidae,,,94.81,Private
>OTU_775,Arthropoda,Insecta,Diptera,Fanniidae,Fannia,canicularis,100,Published
>OTU_776,Arthropoda,Insecta,Coleoptera,Cryptophagidae,,,90.15,Private
>OTU_778,Arthropoda,Insecta,Diptera,Calliphoridae,Phormia,regina,100,Published
>OTU_779,Arthropoda,Insecta,Hemiptera,Miridae,Phytocoris,,97.78,Published
>OTU_780,Arthropoda,Insecta,Coleoptera,Sphaeriusidae,Sphaerius,sp. BT0074,100,Published
>OTU_781,Arthropoda,Insecta,Diptera,Stratiomyidae,,,92.42,Private
>OTU_782,Arthropoda,Insecta,Coleoptera,Staphylinidae,,,97.78,Published
>OTU_786,Arthropoda,Insecta,Diptera,Chironomidae,,,100,Private
>OTU_788,Cnidaria,Hydrozoa,,,,,78.52,Published
>OTU_790,Arthropoda,Insecta,Archaeognatha,,,,86.67,Published
>OTU_791,Arthropoda,Insecta,Diptera,Chironomidae,Hydrobaenus,,98.52,Private
>OTU_792,Arthropoda,Insecta,Diptera,Bombyliidae,Mythicomyia,,100,Published
>OTU_796,Arthropoda,Insecta,Diptera,Ceratopogonidae,,,91.85,Private
>OTU_797,Arthropoda,Insecta,Coleoptera,Staphylinidae,Carpelimus,subtilis,100,Published
>OTU_799,Arthropoda,Insecta,Coleoptera,Buprestidae,Acmaeodera,,98.52,Early-Release
>OTU_800,Arthropoda,Insecta,Diptera,Dolichopodidae,,,97.78,Private
>OTU_802,Arthropoda,Ostracoda,Podocopida,Cyprididae,,,92.42,Published
>OTU_803,Arthropoda,Insecta,Diptera,Chironomidae,,,97.78,Private
>OTU_804,Arthropoda,Insecta,Diptera,Limoniidae,,,99.26,Published
>OTU_809,Arthropoda,Insecta,Hemiptera,Notonectidae,Notonecta,,96.3,Published
>OTU_810,Arthropoda,Insecta,Diptera,Ceratopogonidae,,,99.26,Private
>OTU_811,Mollusca,Gastropoda,,Physidae,,,92.42,Published
>OTU_812,Arthropoda,Insecta,Diptera,Anthomyiidae,Fucellia,,96.21,Published
>OTU_813,Arthropoda,Insecta,Coleoptera,Scarabaeidae,,,90.91,Published
>OTU_816,Arthropoda,Insecta,Diptera,Chironomidae,,,100,Private
>OTU_821,Arthropoda,Insecta,Coleoptera,,,,89.39,Published
>OTU_825,Arthropoda,Insecta,Neuroptera,Coniopterygidae,,,99.24,Published
>OTU_826,Arthropoda,Insecta,Diptera,Chironomidae,,,91.67,Private
>OTU_827,Arthropoda,Insecta,Diptera,Pediciidae,,,91.85,Early-Release
>OTU_828,Arthropoda,Insecta,Plecoptera,Capniidae,Mesocapnia,,97.78,Private
>OTU_829,Arthropoda,Insecta,Ephemeroptera,Leptohyphidae,Tricorythodes,cf. curvatus,100,Published
>OTU_832,Arthropoda,Insecta,Diptera,Psychodidae,,,92.59,Published
>OTU_833,Arthropoda,Insecta,Diptera,Chironomidae,,,100,Early-Release
>OTU_834,Arthropoda,Insecta,Diptera,Chironomidae,,,92.59,Published
>OTU_841,Arthropoda,Insecta,Diptera,Chironomidae,Chironomus,maturus,100,Published
>OTU_842,Rhodophyta,Florideophyceae,,,,,80,Private
>OTU_844,Arthropoda,Ostracoda,Podocopida,Cyprididae,Heterocypris,salina,98.52,Published
>OTU_847,Annelida,Clitellata,,,,,84.85,Private
>OTU_858,Arthropoda,Insecta,,,,,83.54,Private
>OTU_859,Arthropoda,Insecta,Coleoptera,,,,88.89,Published
>OTU_863,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,,100,Published
>OTU_868,Arthropoda,Collembola,,,,,82.17,Published
>OTU_871,Arthropoda,Insecta,Diptera,Chironomidae,Eukiefferiella,,97.04,Published
>OTU_873,Arthropoda,Insecta,Diptera,Chironomidae,Eukiefferiella,,97.78,Published
>OTU_874,Arthropoda,Insecta,Diptera,Chironomidae,,,97.04,Published
>OTU_883,Arthropoda,Insecta,Diptera,Chironomidae,,,91.85,Published
>OTU_885,Arthropoda,Insecta,Diptera,Chironomidae,,,95.56,Published
>OTU_886,Arthropoda,Insecta,Diptera,Chironomidae,,,91.85,Private
>OTU_887,Arthropoda,Insecta,Diptera,Chironomidae,Cricotopus,,96.97,Published
>OTU_889,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladius,,96.3,Published
>OTU_891,Arthropoda,Insecta,Diptera,Chironomidae,Cricotopus,,95.56,Published
>OTU_892,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,chromatinum,98.48,Published
>OTU_893,Arthropoda,Insecta,Diptera,Chironomidae,Cricotopus,,96.97,Published
>OTU_894,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladius,,96.3,Published
>OTU_896,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,,96.3,Published
>OTU_897,Arthropoda,Insecta,Ephemeroptera,Baetidae,Fallceon,,99.24,Published
>OTU_898,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladius,,97.04,Published
>OTU_899,Arthropoda,Insecta,Diptera,Chironomidae,,,91.85,Published
>OTU_911,Mollusca,Gastropoda,,Physidae,,,93.8,Published
>OTU_920,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,,97.78,Published
>OTU_932,Arthropoda,Insecta,Diptera,Stratiomyidae,,,98.51,Private
>OTU_933,Arthropoda,Insecta,Diptera,Ephydridae,,,94.81,Published
>OTU_934,Cnidaria,Hydrozoa,,,,,80.74,Published
>OTU_935,Arthropoda,Ostracoda,,,,,96.75,Published
>OTU_942,Arthropoda,Insecta,Diptera,Dixidae,,,98.52,Published
>OTU_949,Arthropoda,Insecta,Diptera,Simuliidae,,,94.81,Published
>OTU_950,Arthropoda,Insecta,Diptera,Tipulidae,,,97.78,Early-Release
>OTU_956,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,vulgare,100,Private
>OTU_966,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,,95.56,Published
>OTU_975,Arthropoda,Insecta,Diptera,,,,88.15,Published
>OTU_983,Arthropoda,Insecta,Diptera,Chironomidae,Cricotopus,,98.52,Published
>OTU_984,Arthropoda,Insecta,Diptera,Chironomidae,Eukiefferiella,,97.78,Published
>OTU_986,Arthropoda,Insecta,Diptera,Chironomidae,,,97.04,Published
>OTU_989,Arthropoda,Insecta,Diptera,Chironomidae,,,98.52,Private
>OTU_998,Arthropoda,Insecta,Diptera,Chironomidae,,,95.56,Private
>OTU_1001,Arthropoda,Insecta,Diptera,Chironomidae,Eukiefferiella,,96.3,Published
>OTU_1005,Arthropoda,Insecta,Diptera,Ceratopogonidae,,,93.33,Private
>OTU_1030,Arthropoda,Insecta,Diptera,Ceratopogonidae,,,91.85,Private
>OTU_1033,Arthropoda,Insecta,Diptera,Chironomidae,,,94.31,Published
>OTU_1036,Arthropoda,Insecta,Diptera,Chironomidae,,,96.21,Published
>OTU_1043,Arthropoda,Insecta,Diptera,Chironomidae,,,98.52,Private
>OTU_1048,Arthropoda,Insecta,Plecoptera,Capniidae,Capnura,wanica,99.26,Published
>OTU_1049,Arthropoda,Insecta,Diptera,Chironomidae,,,94.81,Published
>OTU_1050,Arthropoda,Insecta,,,,,82.5,Private
>OTU_1054,Arthropoda,Insecta,Megaloptera,Corydalidae,Neohermes,filicornis,99.26,Early-Release
>OTU_1072,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladius,,96.3,Published
>OTU_1077,Arthropoda,Insecta,Diptera,Chironomidae,Eukiefferiella,,96.21,Published
>OTU_1082,Arthropoda,Insecta,Diptera,Chironomidae,,,96.3,Private
>OTU_1084,Arthropoda,Insecta,Diptera,Chironomidae,,,93.94,Published
>OTU_1090,Arthropoda,Insecta,Diptera,Ceratopogonidae,,,91.85,Private
>OTU_1094,Arthropoda,Insecta,Diptera,Chironomidae,Cricotopus,,96.3,Published
>OTU_1099,Arthropoda,Insecta,Diptera,Limoniidae,Antocha,,97.04,Published
>OTU_1100,Arthropoda,Insecta,Diptera,Empididae,Neoplasta,,96.12,Published
>OTU_1101,Arthropoda,Insecta,Coleoptera,Scraptiidae,,,91.11,Early-Release
>OTU_1120,Arthropoda,Insecta,Diptera,Chironomidae,,,97.04,Published
>OTU_1121,Arthropoda,Insecta,Diptera,Chironomidae,Rheotanytarsus,,95.56,Published
>OTU_1124,Arthropoda,Insecta,Diptera,Chironomidae,,,95.56,Private
>OTU_1127,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,,97.04,Published
>OTU_1130,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladius,,98.51,Published
>OTU_1132,Arthropoda,Insecta,Diptera,Chironomidae,Eukiefferiella,,96.12,Published
>OTU_1135,Arthropoda,Insecta,Coleoptera,Elmidae,Optioservus,,97.04,Private
>OTU_1138,Annelida,Clitellata,Haplotaxida,Naididae,,,90.91,Published
>OTU_1139,Arthropoda,Insecta,Diptera,Chironomidae,Eukiefferiella,,97.04,Published
>OTU_1140,Arthropoda,Insecta,Diptera,Chironomidae,,,96.21,Published
>OTU_1141,Arthropoda,Insecta,Diptera,Culicidae,Anopheles,,96.95,Published
>OTU_1143,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladius,,96.3,Published
>OTU_1145,Arthropoda,Ostracoda,Podocopida,Podocopida_incertae_sedis,PodocopidGEN,,95.93,Published
>OTU_1146,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,,97.04,Early-Release
>OTU_1149,Arthropoda,Insecta,Diptera,Syrphidae,,,91.85,Published
>OTU_1152,Arthropoda,Insecta,Diptera,Chironomidae,Cricotopus,,98.52,Published
>OTU_1156,Arthropoda,Insecta,Diptera,Chironomidae,Cricotopus,,96.3,Published
>OTU_1158,Arthropoda,Insecta,Diptera,Chironomidae,Eukiefferiella,,96.97,Published
>OTU_1161,Arthropoda,Insecta,Diptera,Limoniidae,Geranomyia,,98.52,Published
>OTU_1162,Arthropoda,Insecta,Diptera,Chironomidae,Cricotopus,,96.97,Published
>OTU_1163,Arthropoda,Insecta,Diptera,Chironomidae,Eukiefferiella,,95.56,Published
>OTU_1166,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,,97.78,Private
>OTU_1169,Arthropoda,Insecta,Diptera,Chironomidae,Cricotopus,,95.56,Published
>OTU_1171,Arthropoda,Insecta,Diptera,Chironomidae,Podonomus,,95.56,Published
>OTU_1174,Arthropoda,Insecta,Diptera,Chironomidae,Thienemanniella,,97.78,Published
